participant_ID,program_ID,rm_engagement,gender_female,urm,pre_interest,negative_affect,post_science_interest,post_science_competence_beliefs,post_science_utility_value,post_mathematics_interest,post_mathematics_competence_beliefs,post_mathematics_utility_value,post_engineering_interest,post_engineering_competence_beliefs,post_engineering_utility_value,post_future_job_work_science_computer,post_future_job_use_science_math,post_future_job_become_STEM,post_interest,overall_post_competence_beliefs,overall_post_utility_value,program_name,rownum
9229,9,1,1,1,3.3333333333333335,1,2.6666666666666665,3,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,3,3,Providence - Explore the Bay,18
9229,9,1,1,1,3.3333333333333335,1,2.6666666666666665,3,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,3,3,Providence - Explore the Bay,19
9229,9,3,1,1,3.3333333333333335,2.5,2.6666666666666665,3,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,3,3,Providence - Explore the Bay,20
9229,9,1,1,1,3.3333333333333335,4,2.6666666666666665,3,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,3,3,Providence - Explore the Bay,21
9229,9,2,1,1,3.3333333333333335,1,2.6666666666666665,3,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,3,3,Providence - Explore the Bay,22
9229,9,1,1,1,3.3333333333333335,1.5,2.6666666666666665,3,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,3,3,Providence - Explore the Bay,23
9231,9,2.5,1,1,3,2.5,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,4,4,2.6,Providence - Explore the Bay,1
9231,9,3.5,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,2
9231,9,4,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,3
9231,9,3,1,1,3,3,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,4
9231,9,3.5,1,1,3,2.5,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,5
9231,9,2.25,1,1,3,2,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,6
9231,9,3.5,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,7
9231,9,3.25,1,1,3,3,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,8
9231,9,3.25,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,9
9231,9,3.75,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,10
9231,9,3,1,1,3,2,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,11
9231,9,3.75,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,12
9231,9,2.5,1,1,3,3,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,13
9231,9,3.75,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,14
9231,9,3.5,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,15
9231,9,2.75,1,1,3,3,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,16
9231,9,2.75,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,17
9231,9,3.75,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,18
9231,9,4,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,19
9231,9,3,1,1,3,4,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,20
9231,9,3.25,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,21
9231,9,2.5,1,1,3,4,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,22
9231,9,2.25,1,1,3,2,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,23
9231,9,2.75,1,1,3,1,4,4,2.6,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,2.6,Providence - Explore the Bay,24
9235,9,3.75,0,0,3,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,3.6666666666666665,3.6666666666666665,4,Providence - Explore the Bay,1
9235,9,3.5,0,0,3,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,2
9235,9,3,0,0,3,2,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,3
9235,9,3.75,0,0,3,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,4
9235,9,3.5,0,0,3,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,5
9235,9,3.25,0,0,3,2,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,6
9235,9,3.25,0,0,3,2,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,7
9235,9,3.5,0,0,3,3,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,8
9235,9,1,0,0,3,1.5,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,9
9235,9,1,0,0,3,3.5,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,10
9235,9,3,0,0,3,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,11
9235,9,3,0,0,3,3,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,12
9235,9,3.5,0,0,3,2,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,13
9235,9,3.75,0,0,3,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,14
9235,9,4,0,0,3,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,15
9235,9,3.75,0,0,3,2,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,16
9235,9,3.5,0,0,3,1.5,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,17
9235,9,4,0,0,3,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,18
9235,9,3.5,0,0,3,2,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,19
9235,9,3.75,0,0,3,2,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,20
9235,9,3.75,0,0,3,1.5,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,21
9235,9,3.5,0,0,3,1.5,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,22
9235,9,3.75,0,0,3,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,23
9235,9,3.75,0,0,3,2,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,4,4,3,NA,3.6666666666666665,4,Providence - Explore the Bay,24
9237,9,1,1,1,2,1,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3.8,Providence - Explore the Bay,1
9237,9,3.75,1,1,2,1,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,2
9237,9,4,1,1,2,1,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,3
9237,9,4,1,1,2,1,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,4
9237,9,1,1,1,2,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,5
9237,9,2,1,1,2,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,6
9237,9,2.25,1,1,2,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,7
9237,9,4,1,1,2,1,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,8
9237,9,1,1,1,2,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,9
9237,9,1.5,1,1,2,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,10
9237,9,3.25,1,1,2,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,11
9237,9,3.25,1,1,2,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,12
9237,9,2.5,1,1,2,1.5,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,13
9237,9,2.25,1,1,2,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,14
9237,9,3.75,1,1,2,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,15
9237,9,2,1,1,2,4,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,16
9237,9,3.25,1,1,2,1,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,17
9237,9,3.5,1,1,2,2.5,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,18
9237,9,3.75,1,1,2,1,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,19
9237,9,4,1,1,2,1,4,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,Providence - Explore the Bay,20
9241,9,3.25,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,3.6666666666666665,3.6666666666666665,4,Providence - Explore the Bay,1
9241,9,3.75,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,2
9241,9,4,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,3
9241,9,4,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,4
9241,9,3,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,5
9241,9,3,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,6
9241,9,2.75,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,7
9241,9,3,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,8
9241,9,2.5,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,9
9241,9,2.75,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,10
9241,9,3.25,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,11
9241,9,2.75,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,12
9241,9,2.5,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,13
9241,9,3,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,14
9241,9,2.75,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,15
9241,9,2.75,1,1,2,4,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,16
9241,9,2.75,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,17
9241,9,3.75,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,18
9241,9,3,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,19
9241,9,3,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,20
9241,9,3,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,21
9241,9,4,1,1,2,3,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,22
9241,9,2.5,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,23
9241,9,3,1,1,2,1,3.6666666666666665,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,4,Providence - Explore the Bay,24
9240,9,3.75,1,0,4,2.5,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,3.8,Providence - Explore the Bay,1
9240,9,4,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,2
9240,9,2.75,1,0,4,3,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,3
9240,9,3.25,1,0,4,3,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,4
9240,9,3.25,1,0,4,2,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,5
9240,9,4,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,6
9240,9,4,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,7
9240,9,3.5,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,8
9240,9,1,1,0,4,4,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,9
9240,9,1.25,1,0,4,3.5,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,10
9240,9,1.75,1,0,4,3.5,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,11
9240,9,3,1,0,4,3,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,12
9240,9,4,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,13
9240,9,4,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,14
9240,9,3.25,1,0,4,4,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,15
9240,9,3.75,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,16
9240,9,4,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,17
9240,9,2.5,1,0,4,1.5,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,18
9240,9,1,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,19
9240,9,3.25,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,20
9240,9,3.75,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,21
9240,9,3.5,1,0,4,1.5,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,22
9240,9,2.25,1,0,4,1.5,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,23
9240,9,2.75,1,0,4,1,4,3.6666666666666665,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.8,Providence - Explore the Bay,24
9242,9,3.5,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,Providence - Explore the Bay,1
9242,9,3.5,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,2
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,3
9242,9,3.25,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,4
9242,9,3.25,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,5
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,6
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,7
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,8
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,9
9242,9,3.25,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,10
9242,9,3.25,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,11
9242,9,3.25,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,12
9242,9,3.25,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,13
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,14
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,15
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,16
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,17
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,18
9242,9,3.25,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,19
9242,9,3.25,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,20
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,21
9242,9,3.25,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,22
9242,9,4,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,23
9242,9,3.25,0,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,Providence - Explore the Bay,24
9244,9,2,1,1,3,2,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,1.6666666666666667,2,1.6,Providence - Explore the Bay,1
9244,9,2.5,1,1,3,1,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,2
9244,9,3,1,1,3,1,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,3
9244,9,3.25,1,1,3,1,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,4
9244,9,2,1,1,3,1,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,5
9244,9,2,1,1,3,1.5,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,6
9244,9,1.25,1,1,3,1,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,7
9244,9,3,1,1,3,1,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,8
9244,9,1.75,1,1,3,3.5,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,9
9244,9,2,1,1,3,1.5,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,10
9244,9,2.25,1,1,3,1,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,11
9244,9,2,1,1,3,3,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,12
9244,9,2.25,1,1,3,1,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,13
9244,9,2,1,1,3,2,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,14
9244,9,2,1,1,3,2,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,15
9244,9,2.25,1,1,3,1.5,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,16
9244,9,2.25,1,1,3,3.5,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,17
9244,9,2.5,1,1,3,3,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,18
9244,9,2,1,1,3,1,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,19
9244,9,2.25,1,1,3,1,1.6666666666666667,2,1.6,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1.6,Providence - Explore the Bay,20
9245,9,4,0,1,2.6666666666666665,4,2.6666666666666665,3.6666666666666665,3.5,NA,NA,NA,NA,NA,NA,3,4,4,2.6666666666666665,3.6666666666666665,3.5,Providence - Explore the Bay,1
9245,9,3.25,0,1,2.6666666666666665,1.5,2.6666666666666665,3.6666666666666665,3.5,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,3.5,Providence - Explore the Bay,2
9245,9,3,0,1,2.6666666666666665,3,2.6666666666666665,3.6666666666666665,3.5,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,3.5,Providence - Explore the Bay,3
9245,9,2.5,0,1,2.6666666666666665,3,2.6666666666666665,3.6666666666666665,3.5,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,3.5,Providence - Explore the Bay,4
9245,9,3.75,0,1,2.6666666666666665,2.5,2.6666666666666665,3.6666666666666665,3.5,NA,NA,NA,NA,NA,NA,3,4,4,NA,3.6666666666666665,3.5,Providence - Explore the Bay,5
