participant_ID,program_ID,beep_ID,locale,doing_as_supposed,thinking_of_related,working_alone,challenge,good_at,interest,important,future_goals,use_outside,enjoy,concentrating,learning,in_control,hard_working,happy,excited,frustrated,bored,stressed,additional_comments,whom_working_with,response_date,time_after_signal_seconds,sixth_math_sociedad,seventh_math_sociedad,eighth_math_sociedad,dance_sociedad,robotics_sociedad,signal_number,relevance,missing_whom2,positive_affect,negative_affect,overall_engagement,cognitive_engagement,affective_engagement,behavioral_engagement,situational_interest,sociedad_class,beep_ID_new
1002,1,1-2015-07-14-1,1,1,1,2,1,4,3,4,4,4,3,4,4,3,4,2,1,3,2,1,NA,3,2015-07-14,11:18:00,0,0,0,0,0,1,0,4,1.5,2,3.6666666666666665,4,3,4,3.6666666666666665,NA,1NA12015-07-14-
1002,1,1-2015-07-14-2,1,1,1,1,1,4,4,4,4,4,3,4,4,3,4,3,1,2,2,1,NA,NA,2015-07-14,11:41:00,0,0,0,0,0,2,0,4,2,1.5,3.8333333333333335,4,3.5,4,4,NA,1NA22015-07-14-
1002,1,1-2015-07-14-3,1,1,1,1,1,4,3,3,2,3,3,4,4,4,4,2,1,3,3,2,NA,NA,2015-07-14,13:39:00,0,0,0,0,0,3,0,2.6666666666666665,1.5,2.5,3.1666666666666665,2.5,3,4,2.6666666666666665,NA,1NA32015-07-14-
1002,1,1-2015-07-14-4,3,1,1,2,3,3,4,4,4,4,3,4,3,2,3,3,2,3,1,4,NA,3,2015-07-14,14:10:00,0,0,0,0,0,4,0,4,2.5,3.5,3.6666666666666665,4,3.5,3.5,4,NA,1NA42015-07-14-
1002,1,1-2015-07-15-1,1,1,1,2,1,4,4,4,4,4,4,3,4,3,4,3,1,2,2,1,NA,1,2015-07-15,11:35:00,0,0,0,0,0,1,0,4,2,1.5,3.8333333333333335,4,4,3.5,4,NA,1NA12015-07-15-
1002,1,1-2015-07-15-2,1,1,1,2,1,4,3,4,4,4,4,4,4,3,4,3,2,2,1,2,NA,2,2015-07-15,12:24:00,0,0,0,0,0,2,0,4,2.5,2,3.8333333333333335,4,3.5,4,3.6666666666666665,NA,1NA22015-07-15-
1002,1,1-2015-07-15-3,2,1,2,2,3,3,4,4,3,4,3,3,3,2,2,3,1,3,2,2,NA,3,2015-07-15,13:38:00,0,0,0,0,0,3,0,3.6666666666666665,2,2.5,3.1666666666666665,3.5,3.5,2.5,3.6666666666666665,NA,1NA32015-07-15-
1002,1,1-2015-07-15-4,2,1,2,1,1,4,4,4,4,4,3,2,4,3,2,3,1,1,3,1,NA,NA,2015-07-15,14:00:00,0,0,0,0,0,4,0,4,2,1,3.1666666666666665,4,3.5,2,4,NA,1NA42015-07-15-
1002,1,1-2015-07-21-1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,NA,2,2015-07-21,11:08:00,0,0,0,0,0,1,0,4,2,1,4,4,4,4,4,NA,1NA12015-07-21-
1002,1,1-2015-07-21-2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,3,1,2,2,1,NA,2,2015-07-21,12:33:00,0,0,0,0,0,2,0,4,2,1.5,4,4,4,4,4,NA,1NA22015-07-21-
1002,1,1-2015-07-21-3,1,1,1,1,3,3,3,4,4,3,3,4,3,4,4,3,1,3,2,1,NA,NA,2015-07-21,13:32:00,0,0,0,0,0,3,0,3.6666666666666665,2,2,3.6666666666666665,4,3,4,3.6666666666666665,NA,1NA32015-07-21-
1002,1,1-2015-07-21-4,3,1,1,2,3,2,4,4,4,4,3,4,3,2,2,3,1,3,1,3,NA,3,2015-07-21,14:26:00,0,0,0,0,0,4,0,4,2,3,3.5,4,3.5,3,4,NA,1NA42015-07-21-
1002,1,1-2015-07-22-1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,STRESSED OUT BECAUSE OF MEDIA CLASS,NA,2015-07-22,11:23:00,0,0,0,0,0,1,0,4,2.5,1.5,4,4,4,4,4,NA,1NA12015-07-22-
1002,1,1-2015-07-22-2,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,STRESSED OUT BECAUSE OF MEDIA CLASS,NA,2015-07-22,12:15:00,0,0,0,0,0,2,0,4,2.5,1.5,4,4,4,4,4,NA,1NA22015-07-22-
1002,1,1-2015-07-22-3,2,1,1,2,1,3,4,4,3,4,4,4,4,4,4,4,2,1,1,1,NA,3,2015-07-22,13:38:00,0,0,0,0,0,3,0,3.6666666666666665,3,1,3.8333333333333335,3.5,4,4,3.6666666666666665,NA,1NA32015-07-22-
1002,1,1-2015-07-22-4,2,1,2,2,1,4,4,4,3,4,4,4,2,4,4,4,1,1,1,2,NA,3,2015-07-22,13:54:00,0,0,0,0,0,4,0,3.6666666666666665,2.5,1.5,3.8333333333333335,3.5,4,4,3.6666666666666665,NA,1NA42015-07-22-
1002,1,1-2015-07-28-1,1,1,1,2,2,4,4,4,3,3,4,4,4,3,4,4,2,2,1,1,NA,2,2015-07-28,11:00:00,0,0,0,0,0,1,0,3.3333333333333335,3,1.5,3.8333333333333335,3.5,4,4,3.6666666666666665,NA,1NA12015-07-28-
1002,1,1-2015-07-28-2,1,2,2,1,1,4,4,4,4,4,4,4,1,2,1,3,1,1,4,2,I DON'T KNOW WHAT I AM SUPPOSED TO BE DOING,NA,2015-07-28,12:32:00,0,0,0,0,0,2,0,4,2,1.5,3.5,4,4,2.5,4,NA,1NA22015-07-28-
1002,1,1-2015-07-28-3,1,1,1,1,2,3,4,4,3,3,3,3,3,3,4,4,1,1,2,3,STRESSED OUT BECAUSE OF MEDIA CLASS,NA,2015-07-28,13:36:00,0,0,0,0,0,3,0,3.3333333333333335,2.5,2,3.5,3.5,3.5,3.5,3.6666666666666665,NA,1NA32015-07-28-
1002,1,1-2015-07-28-4,3,1,1,2,3,3,4,4,4,4,3,4,4,3,4,3,1,1,1,3,NA,3,2015-07-28,14:18:00,0,0,0,0,0,4,0,4,2,2,3.8333333333333335,4,3.5,4,4,NA,1NA42015-07-28-
1002,1,1-2015-07-29-1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,NA,NA,2015-07-29,11:20:00,0,0,0,0,0,1,0,4,3,1,4,4,4,4,4,NA,1NA12015-07-29-
1002,1,1-2015-07-29-2,1,1,1,1,1,4,2,4,4,4,3,4,1,4,3,4,1,1,3,1,NA,NA,2015-07-29,12:32:00,0,0,0,0,0,2,0,4,2.5,1,3.3333333333333335,4,2.5,3.5,3.3333333333333335,NA,1NA22015-07-29-
1003,1,1-2015-07-15-1,1,1,1,2,2,2,2,2,3,2,2,3,3,2,3,3,2,2,2,3,NA,1,2015-07-15,11:35:00,0,0,0,0,0,1,0,2.3333333333333335,2.5,2.5,2.5,2.5,2,3,2.3333333333333335,NA,1NA12015-07-15-
1003,1,1-2015-07-15-2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,3,2015-07-15,12:23:00,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,NA,1NA22015-07-15-
1003,1,1-2015-07-15-3,2,1,1,2,3,3,3,2,2,2,3,3,3,3,3,3,3,2,2,2,NA,1,2015-07-15,13:38:00,0,0,0,0,0,3,0,2,3,2,2.6666666666666665,2,3,3,2.3333333333333335,NA,1NA32015-07-15-
1003,1,1-2015-07-15-4,2,1,1,1,3,3,3,3,3,3,3,4,3,2,3,3,3,2,2,2,NA,NA,2015-07-15,14:00:00,0,0,0,0,0,4,0,3,3,2,3.1666666666666665,3,3,3.5,3,NA,1NA42015-07-15-
1003,1,1-2015-07-21-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,4,4,NA,3,2015-07-21,11:08:00,0,0,0,0,0,1,0,2,1,3.5,2,2,2,2,2,NA,1NA12015-07-21-
1003,1,1-2015-07-21-2,3,1,1,1,3,3,3,2,3,2,2,2,3,3,2,3,3,2,2,3,NA,NA,2015-07-21,12:33:00,0,0,0,0,0,2,0,2.3333333333333335,3,2.5,2.3333333333333335,2.5,2.5,2,2.6666666666666665,NA,1NA22015-07-21-
1003,1,1-2015-07-21-3,1,1,1,1,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,NA,NA,2015-07-21,13:31:00,0,0,0,0,0,3,0,2,3,3,2.3333333333333335,2,2.5,2.5,2,NA,1NA32015-07-21-
1003,1,1-2015-07-21-4,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,2,1,1,NA,NA,2015-07-21,14:25:00,0,0,0,0,0,4,0,3,4,1.5,3,3,3,3,3,NA,1NA42015-07-21-
1003,1,1-2015-07-22-1,1,1,1,2,3,3,3,2,3,2,2,2,2,2,2,3,3,2,2,2,NA,1,2015-07-22,11:23:00,0,0,0,0,0,1,0,2.3333333333333335,3,2,2.3333333333333335,2.5,2.5,2,2.6666666666666665,NA,1NA12015-07-22-
1003,1,1-2015-07-22-2,1,1,1,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,NA,1,2015-07-22,12:16:00,0,0,0,0,0,2,0,3,3,2,3,3,3,3,3,NA,1NA22015-07-22-
1003,1,1-2015-07-22-3,2,1,1,2,2,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,NA,1,2015-07-22,13:38:00,0,0,0,0,0,3,0,2.6666666666666665,3,2,2.6666666666666665,2.5,3,2.5,2.6666666666666665,NA,1NA32015-07-22-
1003,1,1-2015-07-22-4,2,1,1,1,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,2,NA,NA,2015-07-22,13:54:00,0,0,0,0,0,4,0,3,3,2,2.8333333333333335,3,3,2.5,3,NA,1NA42015-07-22-
1003,1,1-2015-07-28-1,1,1,1,2,3,3,3,2,3,2,3,3,2,3,2,2,2,3,4,3,NA,2,2015-07-28,11:00:00,0,0,0,0,0,1,0,2.3333333333333335,2,3,2.6666666666666665,2.5,3,2.5,2.6666666666666665,NA,1NA12015-07-28-
1003,1,1-2015-07-28-2,1,1,2,1,2,2,2,2,2,3,2,3,2,3,3,3,3,2,1,2,NA,NA,2015-07-28,12:32:00,0,0,0,0,0,2,0,2.3333333333333335,3,2,2.3333333333333335,2,2,3,2,NA,1NA22015-07-28-
1003,1,1-2015-07-28-3,1,1,1,1,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,2,NA,NA,2015-07-28,13:35:00,0,0,0,0,0,3,0,3,2.5,2,2.8333333333333335,3,2.5,3,3,NA,1NA32015-07-28-
1003,1,1-2015-07-28-4,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,NA,NA,2015-07-28,14:16:00,0,0,0,0,0,4,0,3,3,2,3,3,3,3,3,NA,1NA42015-07-28-
1004,1,1-2015-07-14-1,1,1,2,1,3,3,3,3,3,4,3,4,4,4,4,1,1,4,4,4,NA,NA,2015-07-14,11:17:00,0,0,0,0,0,1,0,3.3333333333333335,1,4,3.3333333333333335,3,3,4,3,NA,1NA12015-07-14-
1004,1,1-2015-07-14-2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,NA,NA,2015-07-14,11:40:00,0,0,0,0,0,2,0,4,1,4,4,4,4,4,4,NA,1NA22015-07-14-
1004,1,1-2015-07-14-3,3,1,2,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,NA,NA,2015-07-14,13:39:00,0,0,0,0,0,3,0,4,1,4,4,4,4,4,4,NA,1NA32015-07-14-
1004,1,1-2015-07-14-4,3,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,NA,NA,2015-07-14,14:09:00,0,0,0,0,0,4,0,4,1,4,4,4,4,4,4,NA,1NA42015-07-14-
1004,1,1-2015-07-15-1,3,1,2,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,NA,NA,2015-07-15,11:36:00,0,0,0,0,0,1,0,4,1,4,4,4,4,4,4,NA,1NA12015-07-15-
1004,1,1-2015-07-15-2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,NA,NA,2015-07-15,12:24:00,0,0,0,0,0,2,0,4,1,4,4,4,4,4,4,NA,1NA22015-07-15-
1004,1,1-2015-07-15-3,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,NA,NA,2015-07-15,13:37:00,0,0,0,0,0,3,0,4,1,2.5,4,4,4,4,4,NA,1NA32015-07-15-
1004,1,1-2015-07-21-1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,NA,NA,2015-07-21,11:08:00,0,0,0,0,0,1,0,4,1,4,4,4,4,4,4,NA,1NA12015-07-21-
1004,1,1-2015-07-21-2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,NA,NA,2015-07-21,12:34:00,0,0,0,0,0,2,0,4,1,4,4,4,4,4,4,NA,1NA22015-07-21-
1004,1,1-2015-07-21-3,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,2015-07-21,13:31:00,0,0,0,0,0,3,0,4,4,4,4,4,4,4,4,NA,1NA32015-07-21-
1004,1,1-2015-07-21-4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,NA,NA,2015-07-21,14:26:00,0,0,0,0,0,4,0,4,1,4,4,4,4,4,4,NA,1NA42015-07-21-
1004,1,1-2015-07-22-1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,2015-07-22,11:23:00,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,NA,1NA12015-07-22-
1004,1,1-2015-07-22-2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,2015-07-22,12:15:00,0,0,0,0,0,2,0,4,4,4,4,4,4,4,4,NA,1NA22015-07-22-
1004,1,1-2015-07-28-1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,2015-07-28,10:59:00,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,NA,1NA12015-07-28-
1005,1,1-2015-07-14-1,1,1,1,1,1,4,3,3,2,2,2,4,3,3,3,3,2,1,3,1,NA,NA,2015-07-14,11:18:00,0,0,0,0,0,1,0,2.3333333333333335,2.5,1,2.8333333333333335,2.5,2.5,3.5,2.6666666666666665,NA,1NA12015-07-14-
1005,1,1-2015-07-14-2,1,1,2,2,1,3,3,2,2,2,3,4,3,3,3,3,1,1,2,1,NA,235,2015-07-14,11:41:00,0,0,0,0,0,2,0,2,2,1,2.8333333333333335,2,3,3.5,2.3333333333333335,NA,1NA22015-07-14-
1005,1,1-2015-07-14-3,3,1,2,1,1,3,3,2,2,2,3,3,2,3,3,3,3,1,2,1,NA,NA,2015-07-14,13:40:00,0,0,0,0,0,3,0,2,3,1,2.6666666666666665,2,3,3,2.3333333333333335,NA,1NA32015-07-14-
1005,1,1-2015-07-14-4,2,2,2,2,2,2,3,2,2,2,3,3,2,3,3,3,2,1,2,1,NA,43,2015-07-14,14:10:00,0,0,0,0,0,4,0,2,2.5,1,2.6666666666666665,2,3,3,2.3333333333333335,NA,1NA42015-07-14-
1005,1,1-2015-07-15-1,1,1,1,2,2,3,3,3,2,2,3,3,2,3,3,3,2,1,2,1,NA,1,2015-07-15,11:35:00,0,0,0,0,0,1,0,2.3333333333333335,2.5,1,2.8333333333333335,2.5,3,3,2.6666666666666665,NA,1NA12015-07-15-
1005,1,1-2015-07-15-2,1,1,1,2,2,3,3,2,2,2,3,3,3,3,3,3,2,1,2,1,NA,2,2015-07-15,12:24:00,0,0,0,0,0,2,0,2,2.5,1,2.6666666666666665,2,3,3,2.3333333333333335,NA,1NA22015-07-15-
1005,1,1-2015-07-15-3,2,1,1,2,2,3,3,2,2,3,3,3,3,3,3,3,3,1,2,1,NA,1,2015-07-15,13:37:00,0,0,0,0,0,3,0,2.3333333333333335,3,1,2.6666666666666665,2,3,3,2.3333333333333335,NA,1NA32015-07-15-
1005,1,1-2015-07-15-4,1,1,1,1,2,3,3,3,2,2,3,3,2,3,3,3,2,1,2,1,NA,NA,2015-07-15,14:00:00,0,0,0,0,0,4,0,2.3333333333333335,2.5,1,2.8333333333333335,2.5,3,3,2.6666666666666665,NA,1NA42015-07-15-
1005,1,1-2015-07-21-1,1,1,2,2,2,3,2,3,2,3,2,3,3,3,3,3,2,1,2,1,NA,2,2015-07-21,11:08:00,0,0,0,0,0,1,0,2.6666666666666665,2.5,1,2.5,2.5,2,3,2.3333333333333335,NA,1NA12015-07-21-
1005,1,1-2015-07-21-2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,1,1,2,1,NA,2,2015-07-21,12:33:00,0,0,0,0,0,2,0,2,2,1,2.3333333333333335,2,2,3,2,NA,1NA22015-07-21-
1005,1,1-2015-07-21-3,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,NA,NA,2015-07-21,13:31:00,0,0,0,0,0,3,0,3,3,1,3,3,3,3,3,NA,1NA32015-07-21-
1005,1,1-2015-07-21-4,3,1,2,2,2,3,3,3,2,2,3,3,3,3,2,3,3,1,1,1,NA,35,2015-07-21,14:25:00,0,0,0,0,0,4,0,2.3333333333333335,3,1,2.6666666666666665,2.5,3,2.5,2.6666666666666665,NA,1NA42015-07-21-
1005,1,1-2015-07-22-1,1,1,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,1,1,1,NA,1,2015-07-22,11:22:00,0,0,0,0,0,1,0,2,3,1,2.6666666666666665,2,3,3,2.3333333333333335,NA,1NA12015-07-22-
1005,1,1-2015-07-22-2,1,1,1,2,2,3,3,3,3,2,2,3,2,3,3,3,3,1,1,1,NA,1,2015-07-22,12:16:00,0,0,0,0,0,2,0,2.6666666666666665,3,1,2.8333333333333335,3,2.5,3,3,NA,1NA22015-07-22-
1005,1,1-2015-07-22-3,2,1,1,2,2,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,NA,1,2015-07-22,13:38:00,0,0,0,0,0,3,0,2.6666666666666665,3,1,2.8333333333333335,2.5,3,3,2.6666666666666665,NA,1NA32015-07-22-
1005,1,1-2015-07-22-4,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,NA,1,2015-07-22,13:54:00,0,0,0,0,0,4,0,3,3,1,3,3,3,3,3,NA,1NA42015-07-22-
1005,1,1-2015-07-28-1,1,1,2,2,3,2,1,2,2,2,2,2,2,2,3,3,1,1,1,1,NA,2,2015-07-28,10:59:00,0,0,0,0,0,1,0,2,2,1,2,2,1.5,2.5,1.6666666666666667,NA,1NA12015-07-28-
1005,1,1-2015-07-28-2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,NA,1,2015-07-28,12:32:00,0,0,0,0,0,2,0,3,2.5,1,3,3,3,3,3,NA,1NA22015-07-28-
1005,1,1-2015-07-28-3,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,NA,NA,2015-07-28,13:35:00,0,0,0,0,0,3,0,3,2,1,3,3,3,3,3,NA,1NA32015-07-28-
1005,1,1-2015-07-28-4,3,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,2,1,NA,35,2015-07-28,14:16:00,0,0,0,0,0,4,0,3,2,1,3,3,3,3,3,NA,1NA42015-07-28-
1005,1,1-2015-07-29-1,1,1,1,1,2,3,3,2,2,2,2,3,3,3,3,3,1,1,2,1,NA,NA,2015-07-29,11:20:00,0,0,0,0,0,1,0,2,2,1,2.5,2,2.5,3,2.3333333333333335,NA,1NA12015-07-29-
1005,1,1-2015-07-29-2,1,1,1,1,2,3,3,3,3,2,2,3,3,3,3,3,1,1,2,1,NA,NA,2015-07-29,12:32:00,0,0,0,0,0,2,0,2.6666666666666665,2,1,2.8333333333333335,3,2.5,3,3,NA,1NA22015-07-29-
1005,1,1-2015-07-29-3,2,1,1,1,2,3,3,2,2,2,3,3,3,3,3,3,1,1,1,1,NA,NA,2015-07-29,13:44:00,0,0,0,0,0,3,0,2,2,1,2.6666666666666665,2,3,3,2.3333333333333335,NA,1NA32015-07-29-
1005,1,1-2015-07-29-4,2,1,1,1,2,3,3,3,3,3,3,3,2,3,2,3,1,1,1,1,NA,NA,2015-07-29,14:10:00,0,0,0,0,0,4,0,3,2,1,2.8333333333333335,3,3,2.5,3,NA,1NA42015-07-29-
1006,1,1-2015-07-14-1,1,1,1,1,1,3,2,2,1,1,2,2,3,1,3,2,1,1,4,1,NA,NA,2015-07-14,11:20:00,0,0,0,0,0,1,0,1.3333333333333333,1.5,1,2,1.5,2,2.5,1.6666666666666667,NA,1NA12015-07-14-
1006,1,1-2015-07-14-2,1,1,1,1,1,3,2,2,1,1,2,2,2,2,2,2,1,1,3,1,NA,NA,2015-07-14,11:42:00,0,0,0,0,0,2,0,1.3333333333333333,1.5,1,1.8333333333333333,1.5,2,2,1.6666666666666667,NA,1NA22015-07-14-
1006,1,1-2015-07-14-3,1,1,1,1,1,3,1,1,1,1,4,3,1,1,1,3,1,1,1,1,NA,NA,2015-07-14,13:40:00,0,0,0,0,0,3,0,1,2,1,1.8333333333333333,1,2.5,2,1,NA,1NA32015-07-14-
1006,1,1-2015-07-14-4,3,1,1,1,1,4,4,2,2,2,4,2,3,2,1,3,2,1,1,1,NA,NA,2015-07-14,14:11:00,0,0,0,0,0,4,0,2,2.5,1,2.5,2,4,1.5,2.6666666666666665,NA,1NA42015-07-14-
1007,1,1-2015-07-14-1,1,1,2,1,2,3,2,2,2,2,2,2,1,2,2,2,1,1,3,1,NA,NA,2015-07-14,11:17:00,0,0,0,0,0,1,0,2,1.5,1,2,2,2,2,2,NA,1NA12015-07-14-
1007,1,1-2015-07-14-2,1,1,2,2,2,2,3,2,1,2,3,2,2,3,2,2,2,1,2,1,NA,1,2015-07-14,11:41:00,0,0,0,0,0,2,0,1.6666666666666667,2,1,2.1666666666666665,1.5,3,2,2,NA,1NA22015-07-14-
1007,1,1-2015-07-14-3,1,1,1,1,2,3,3,1,1,2,2,2,1,2,2,3,2,1,2,1,NA,NA,2015-07-14,13:39:00,0,0,0,0,0,3,0,1.3333333333333333,2.5,1,1.8333333333333333,1,2.5,2,1.6666666666666667,NA,1NA32015-07-14-
1007,1,1-2015-07-15-1,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,NA,NA,2015-07-15,11:35:00,0,0,0,0,0,1,0,1.3333333333333333,2,1,1.8333333333333333,1.5,2,2,1.6666666666666667,NA,1NA12015-07-15-
1007,1,1-2015-07-15-2,1,1,1,2,1,3,2,1,1,2,2,2,2,2,3,3,3,1,1,1,NA,25,2015-07-15,12:24:00,0,0,0,0,0,2,0,1.3333333333333333,3,1,1.8333333333333333,1,2,2.5,1.3333333333333333,NA,1NA22015-07-15-
1007,1,1-2015-07-15-3,2,1,1,1,2,2,2,1,1,3,2,2,1,1,1,2,1,2,3,1,NA,NA,2015-07-15,13:37:00,0,0,0,0,0,3,0,1.6666666666666667,1.5,1.5,1.5,1,2,1.5,1.3333333333333333,NA,1NA32015-07-15-
1007,1,1-2015-07-15-4,2,1,1,1,2,2,3,2,2,3,2,2,3,2,3,2,1,1,2,1,NA,NA,2015-07-15,14:00:00,0,0,0,0,0,4,0,2.3333333333333335,1.5,1,2.3333333333333335,2,2.5,2.5,2.3333333333333335,NA,1NA42015-07-15-
1007,1,1-2015-07-21-1,1,1,1,2,3,2,2,2,2,3,2,3,2,2,3,2,1,1,3,1,NA,2,2015-07-21,11:08:00,0,0,0,0,0,1,0,2.3333333333333335,1.5,1,2.3333333333333335,2,2,3,2,NA,1NA12015-07-21-
1007,1,1-2015-07-21-2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,NA,2,2015-07-21,12:33:00,0,0,0,0,0,2,0,2,1.5,1,2.1666666666666665,2,2,2.5,2,NA,1NA22015-07-21-
1007,1,1-2015-07-21-3,1,1,1,1,2,2,3,2,2,3,3,2,2,2,2,2,2,1,1,1,NA,NA,2015-07-21,13:31:00,0,0,0,0,0,3,0,2.3333333333333335,2,1,2.3333333333333335,2,3,2,2.3333333333333335,NA,1NA32015-07-21-
1007,1,1-2015-07-21-4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,NA,NA,2015-07-21,14:25:00,0,0,0,0,0,4,0,2,2,1,2,2,2,2,2,NA,1NA42015-07-21-
